60	Reliquary	https://www.redriverclimbing.com/RRCGuide/?type=route&id=30	Sport	60	5.12b	4.73	This is the leftmost route on the obvious overhanging pocketed wall 30 feet right of Mule. Look for two kneebars on the route.	12	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/reliquary.jpg
61	Gullyneering	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2529	Trad	80	5.9	3	The right-leaning crack system between the sport routes. Face climb directly up to the crack with marginal horizontal pieces and a clutch tiny cam (00/000) for pro. Sink that first ''real" piece and cruise to the top on solid iron jugs, good pro, and unexpectedly fun moves. You can also take the more rational way up and climb the nice crack start on the first couple bolts of Mule. Stays dry in rain except for the mercifully casual mud gully awaiting up top.	12	12	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50c6271f95c0b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50c627076b83a
62	Mule	https://www.redriverclimbing.com/RRCGuide/?type=route&id=29	Sport	90	5.12c	4.53	This route begins about 30 feet to the left of the overhanging face on which Reliquary is located. It begins in sort of a dihedral. Climb the dihedral to gain the face then travel through a couple of cruxes to the anchors.	13	32	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59720269c0299,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/mule.jpg
63	The Legend	https://www.redriverclimbing.com/RRCGuide/?type=route&id=28	Sport	90	5.13b	4.5	This route is located about 10 feet to the left of Mule. Begin matched on two crimps then fire out boulder problems for the first few bolts. Continue up easier face to the anchors.	14	38	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/legend.jpg
64	Nagypapa	https://www.redriverclimbing.com/RRCGuide/?type=route&id=27	Sport	80	5.13d	5	This is the last bolted route on the overhanging wall before the dihedral in which Mental Health is located.	15	40	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/544f03a203f11,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/544efc62ce087,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/nudgepapa.jpg
65	Mental Health	https://www.redriverclimbing.com/RRCGuide/?type=route&id=26	Trad	80	5.11b	4	This is the dihedral directly left of Nagypapa.	16	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/mentalhealth.jpg
66	Stacy's Farewell	https://www.redriverclimbing.com/RRCGuide/?type=route&id=21	Trad	100	5.5	1.75	This route is located left of Nudgepapa and around the corner. It's an easy looking crack behind a large tree.	17	4	
67	Henry Kissinger's Glasses	https://www.redriverclimbing.com/RRCGuide/?type=route&id=17	Mixed	100	5.10d	2.71	This is the mossy crack with a large tree growing nearby left of Stacy's Farewell.	18	19	
68	Forearm Follies (to first set of chains)	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1276	Sport	70	5.11d	4.28	This climb is located around the buttress left of Henry Kissinger's Glasses.Super fun and boudlery for the first four bolts, then a nice rest and just hang to the (first set of) chains. Upgraded to 5.11d from 5.11b and split from the full, 12b version.	19	26	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52a649b264708,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bd19156a2cf9,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bc3ac70734b1
69	Forearm Follies (to 2nd set of chains)	https://www.redriverclimbing.com/RRCGuide/?type=route&id=16	Sport	100	5.12b	4.46	This climb is located around the buttress left of Henry Kissinger's Glasses.	20	31	
70	Another Doug Reed Route	https://www.redriverclimbing.com/RRCGuide/?type=route&id=15	Sport	60	5.10c	3.73	Scramble up to a ledge at the base of Jungle Beat to the start of this route.	21	18	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55115df20787b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cba6af6f5f0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bc3aaf834aa1,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/dougreed.jpg
71	Jungle Beat	https://www.redriverclimbing.com/RRCGuide/?type=route&id=14	Trad	180	5.9+	4.81	This is the huge dihedral and roof left of Another Doug Reed Route.	22	13	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/497547b0da69b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b95fa6780c8,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/junglebeat.jpg
72	Things That Go Bump In the Night	https://www.redriverclimbing.com/RRCGuide/?type=route&id=13	Trad	175	5.9	0	This crack system is located 50 feet left of Jungle Beat.	23	12	
73	Sailing Shoes	https://www.redriverclimbing.com/RRCGuide/?type=route&id=42	Trad	60	5.9	0	This is the crack on the end of the buttress which ends in the middle of the face. It is to the right of Thought It Was Bubbles.	24	12	
74	Nicorette	https://www.redriverclimbing.com/RRCGuide/?type=route&id=43	Sport	50	5.12a	4.41	This is the obvious arete climb to the right of Sailing Shoes on the eastern corner of the buttress.	25	30	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a93927f63,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a90aed1c1,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a8e5e9596,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/nicorette.jpg
75	Nicoderm	https://www.redriverclimbing.com/RRCGuide/?type=route&id=44	Sport	60	5.12b	4.75	This route shares the same start as Nicorette but angles out to the right on the face. Sandbagged.	26	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a8a6cf89f,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a88721221,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/nicoderm.jpg
76	Minumum Creep	https://www.redriverclimbing.com/RRCGuide/?type=route&id=45	Sport	60	5.11c	4.16	This route begins in the offwidth to the right of Nicoderm then veers left onto the face. Climb the crack for the first couple of bolts then step left onto the face and fight the pump to the anchors.	27	25	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/53e68092e9160,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a843ebd46,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a8129e0ce,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c94a7e63a545
77	Not Worth It	https://www.redriverclimbing.com/RRCGuide/?type=route&id=46	Trad	50	5.9	3.71	The obvious offwidth to the right of Nicoderm.	28	12	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5b70abf49fecf
78	Danita Dolores	https://www.redriverclimbing.com/RRCGuide/?type=route&id=47	Sport	50	5.10b	2.9	This route ascends the face a few feet to the right of the offwidth climb Not Worth It.	29	17	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/danitadeloris.jpg
79	Blade Runner - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=48	Trad	80	5.7	2.6	This is the handcrack in a shallow dihedral to the right of the bolted route Danita Dolores.	30	6	
80	Hurricane Amy - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=49	Sport	60	5.11c	4	This bolted route begins in the crack of Blade Runner then angles to the left and up. Difficult clips.Currently closed 11/2002.	31	25	
81	Revival - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=50	Sport	60	5.13a	5	This route ascends the obvious arching pocketed face to the right of Hurricane Amy. Currently closed 11/2002.	32	37	
82	Beenestalker - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=51	Trad	80	5.10d	4	This is the right leaning dihedral to the right of Revival. Variation:Belay from rap anchors then climb the overhang on the left. Stop at the ledge which is contigous with the top of the buttress and walk left to anchors or trees to rappel.John Bronaugh, Roger Pearson, 1988	33	19	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43bbedd3c89dd
83	Thirsting Skull - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=52	Sport	50	5.12c	4.86	This is the pocketed face climb to the right of Beenestalker. Tricky fifth clip.Currently closed 11/2002.	34	32	
84	Jac Mac - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=53	Sport	50	5.11d	4.5	This route ascends the overhanging line of huecos a few feet right of Thirsting Skull. Currently closed 11/2002.	35	26	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46aa94cdc7c59
85	Rad Boy Go - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=54	Sport	50	5.12a	5	This route starts on a 15 foot ledge. The first two bolts are shared with Jac Mac. Currently closed 11/2002.	36	30	
86	Thought It Was Bubbles	https://www.redriverclimbing.com/RRCGuide/?type=route&id=41	Trad	80	5.8	1	Right of In The Light andon the same face of the buttress is this overhanging left-facing dihedral. ''R" rated.	37	9	
87	Government Cheese	https://www.redriverclimbing.com/RRCGuide/?type=route&id=55	Sport	50	5.11d	3.98	This route begins directly in front of a boulder about 30 feet right of Rad Boy Go. Boulder to this first bolt then climb through slopers and sidepulls to the anchors.	38	26	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/48b48f9ede42b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/48b48ee83cc51,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/govcheese.jpg
88	Parting Gift	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1618	Sport	55	5.11b	3.65	Step a few feet right from Government Cheese to locate this route which climbs similar but is slightly easier. Start on a small boulder and mantle up onto a sloping ledge. Squeeze wide pinches up the overhanging face to hidden anchors above a bulge. Rapelling is recommended to avoid rope rub against the rock due to the unavoidable set back nature of the anchors.	38	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/48b48f24e7758
89	Left Turret	https://www.redriverclimbing.com/RRCGuide/?type=route&id=56	Sport	50	5.11b	3.42	This route is located 50 feet right of Government Cheese. It begins in a left facing dihedral to the left of a low rockhouse with a manmade stone wall. Ascend the faint dihedral to a roof. Pull over the roof, figure out a move, then continue up the face to anchors. Please do not disturb the manmade wall. Remains of a saltpeter mine. Federally protected.	39	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/leftturret.jpg
90	Right Turret - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=57	Sport	50	5.12a	3	Begins near the manmade stone wall and to the right of Left Turret. Boulder up to the small roof then continue up easier face to the anchors. Do not disturb the stone wall. Federally protected remains of a saltpeter mine.	40	30	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/rightturret.jpg
91	Subatomic Fingerlock - Closed	https://www.redriverclimbing.com/RRCGuide/?type=route&id=58	Trad	30	5.10a	3.28	THIS ROUTE IS CURRENTLY CLOSED TO CLIMBING.This is the obvious short fingercrack to the right of the bolted route Right Turret and the manmade stone wall. Do not disturb the manmade stone wall. Federally protected remains of a saltpeter mine.	41	16	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4cbb9c51dae3b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/jb_subatomic.jpg
